Date,Temperature,Humidity,Precipitation
2013-01-01,20.976270078546495,43.55439503150598,11.660872830571567
2013-01-02,24.30378732744839,57.120328280051154,7.316542065381315
2013-01-03,22.055267521432878,63.95107527264836,19.13847221331725
2013-01-04,20.897663659937937,87.2612360790194,8.612323404441884
2013-01-05,18.473095986778095,84.91144005080021,12.687724795056868
2013-01-06,22.917882261333123,61.15159914656099,12.741707382532105
2013-01-07,18.75174422525385,44.78329637434575,12.867867707166361
2013-01-08,27.835460015641594,60.227114344019085,6.120855564557967
2013-01-09,29.273255210020587,66.79516663206404,17.294829624682965
2013-01-10,17.668830376515555,85.21985956995157,11.872070810091703
2013-01-11,25.834500761653292,54.74396335706085,7.768911638162422
2013-01-12,20.57789839505809,55.44320728344937,6.4454871913640215
2013-01-13,21.360891221878646,71.35916172739205,2.273694820051919
2013-01-14,28.51193276585322,65.25957775356895,12.204849836972752
2013-01-15,11.420721163957738,49.793447952940326,15.652148858726147
2013-01-16,11.742585994030815,47.23636244212897,8.449315885161376
2013-01-17,10.404367948806515,64.47486049026733,18.313216979900144
2013-01-18,26.65239691095876,78.96954782001401,2.510713005512537
2013-01-19,25.56313501899701,78.94156257783936,9.757785883880834
2013-01-20,27.400242964936382,88.79018436602954,12.848516141511313
2013-01-21,29.57236684465528,59.13590990789973,11.392082227172843
2013-01-22,25.98317128433447,59.59946634051305,17.78988620227032
2013-01-23,19.22958724505864,40.090974739026464,13.680669113640118
2013-01-24,25.61058352572911,81.49586825977445,16.500662619868113
2013-01-25,12.365488517378665,72.33142220340252,13.242518214446905
2013-01-26,22.79842042655048,78.49610593659455,6.8848694432908015
2013-01-27,12.867065748180927,63.53115999724015,5.451675929687827
2013-01-28,28.893378340991678,86.00967443204324,6.999226858249172
2013-01-29,20.436966435001434,41.45568989163572,8.163562884318607
2013-01-30,18.29323879981047,45.76405913689442,16.536149470096795
2013-01-31,15.29111224209254,58.80086674857516,14.218721015408903
2013-02-01,25.484673788684333,44.25529540567861,16.536847288800896
2013-02-02,19.12300664433097,44.3943940982536,18.50272792241618
2013-02-03,21.36867897737297,68.34363396752725,16.295943175992377
2013-02-04,10.375796008727104,50.80610097849588,19.245551496580898
2013-02-05,22.352709941517542,71.32676052785646,18.997228791089928
2013-02-06,22.241914454448427,86.4699911072629,6.419235685129707
2013-02-07,22.338679937495137,81.19411048515646,7.8461411856268555
2013-02-08,28.874961570292484,52.421519377690416,11.50411588865462
2013-02-09,23.636405982069668,44.48314630556615,13.810923926103015
2013-02-10,17.19015801147572,87.50962341079602,9.294113415974168
2013-02-11,18.740639075986827,89.72479656866625,15.755380570481304
2013-02-12,23.9526239185453,58.724744973258964,12.640136257022949
2013-02-13,11.204509432585397,63.03386305712805,11.917405579514003
2013-02-14,23.335334308913353,47.266683066503326,2.9079023798307846
2013-02-15,23.41275739236319,75.50903963888408,3.4262886145992577
2013-02-16,14.207651221476818,61.09168034264204,6.265744581231852
2013-02-17,12.578525953097067,80.15075726272048,19.249500081101125
2013-02-18,16.30856701848368,68.86483557122853,1.5242069601772967
2013-02-19,17.274215418852453,42.13919045833168,19.205024754323766
2013-02-20,21.403935408357594,56.74772702517987,9.542144628320324
2013-02-21,18.772030269246407,80.42980853350768,8.719225063896603
2013-02-22,29.767476761184525,74.40569406919634,16.937597278078336
2013-02-23,12.040896214960561,71.62659736894577,16.629522960220775
2013-02-24,14.177535121896694,73.62523211580391,2.6796801766387546
2013-02-25,13.226190357699926,70.25184378117991,16.234887997947286
2013-02-26,23.062166509307968,72.05621632937871,10.214067250035136
2013-02-27,15.065832050795642,71.02105523204355,6.46254189674093
2013-02-28,19.326215457126125,66.67139697523291,2.1675845831017515
2013-03-01,14.888511840032056,77.88735627137066,11.844554768991472
2013-03-02,13.179391672910395,58.4746281760616,15.60663011594029
2013-03-03,12.207502823286102,63.76191693202508,17.71349031263281
2013-03-04,23.12659178930547,60.072477845984494,19.432382056125036
2013-03-05,12.763659026972276,50.460524556096374,2.4637704222415024
2013-03-06,13.931647233601069,56.094448124994216,7.935680007234522
2013-03-07,17.37450341321928,42.75075388049503,0.9735291933827428
2013-03-08,26.419864596958703,56.27638169613054,12.714879667901506
2013-03-09,11.942025515861225,59.52915464665645,17.753392192887333
2013-03-10,26.758898149976076,44.66920488244119,13.745261377626202
2013-03-11,11.921968157879261,51.02275648560483,7.7741827196748625
2013-03-12,29.529189300267916,52.47708737214205,15.198477119777245
2013-03-13,19.37302403295403,51.37351041043444,19.932258864435457
2013-03-14,29.535221763806742,57.51108507619746,0.022440787409323537
2013-03-15,22.09691039490092,47.24380525349869,16.56111620661906
2013-03-16,24.785271587966033,76.57506784222247,6.525432337382824
2013-03-17,10.783755845086414,57.132742765887656,14.941329407993676
2013-03-18,15.656139251528192,46.1182617010849,4.7408172040882235
2013-03-19,12.403931224263378,69.67998906633915,4.036408093218238
2013-03-20,15.922803950442898,48.982408755871134,16.19196273393196
2013-03-21,12.37455437908488,42.90281603388469,15.347763372856452
2013-03-22,16.35966358787952,48.16460710123714,16.224409817371594
2013-03-23,18.2852598902934,60.999740602457095,15.146802732478708
2013-03-24,11.282949926975688,74.67544859637178,1.9172409177754623
2013-03-25,23.849442387400398,72.07504423856301,17.657568317221518
2013-03-26,21.332029084131502,40.260298967991254,7.552350979481883
2013-03-27,15.307789818788908,79.66453262570431,4.393290261960809
2013-03-28,20.464961069333995,56.78438892312471,11.35133922398256
2013-03-29,11.878810215168834,73.9857845477785,6.917295126683953
2013-03-30,21.518929911123585,41.633658585346645,14.19739548712744
2013-03-31,28.585923951524283,59.68941216861554,13.892372239577488
2013-04-01,16.371379049026473,40.98052506595515,17.00214906469502
2013-04-02,23.348207599273636,80.81727675725577,19.871171150605598
2013-04-03,12.635957248087843,49.34835902580822,15.991278600448728
2013-04-04,24.32654408237131,73.72739537595459,2.830979443547801
2013-04-05,15.788121858944022,53.85330813630557,15.252855899137982
2013-04-06,13.663827240142336,46.767555716882384,11.33799076771951
2013-04-07,21.730258696201663,86.51476695232883,11.263624819054973
2013-04-08,10.402150923749872,69.7512307893311,6.744912912497075
2013-04-09,26.578800584347263,84.53155236494466,3.2146596166757324
2013-04-10,10.093909523850941,55.32997008253196,3.4610388236084333
2013-04-11,23.556330735924604,81.49176668391972,1.1519901254601161
2013-04-12,15.400159463843297,87.08411667031412,16.106996498984827
2013-04-13,24.703880442451897,59.75919133933941,14.878968559686218
2013-04-14,29.243770902348764,85.20655255992236,17.134572155194213
2013-04-15,14.97506287039916,56.7542871339555,14.082862600982855
2013-04-16,21.52314668835674,56.22999995636455,3.3557200611734994
2013-04-17,21.84083862543678,89.78663360975479,14.7191803960639
2013-04-18,21.445038115817468,87.62052240886761,11.157038630722093
2013-04-19,14.461632652812366,51.430917298573746,2.1734590663106856
2013-04-20,29.0549802303397,81.86010135185727,18.102446992106437
2013-04-21,18.942507572352547,57.122893882045105,18.046342053222205
2013-04-22,26.928173449422555,88.96216869890134,12.557284093353779
2013-04-23,23.989585506350085,82.49088143800316,8.392824395881584
2013-04-24,15.948739017102673,85.2459650656269,4.758482064219491
2013-04-25,26.275956394049544,68.68367557447792,1.952010513960385
2013-04-26,17.930114816939692,54.70756761605902,16.119989978339554
2013-04-27,27.62206394222323,49.8762503188355,19.335061557154024
2013-04-28,21.625457452717175,66.39359602730666,0.2808126424644741
2013-04-29,27.634707237097057,73.57578626164911,9.587225739700884
2013-04-30,23.850631801555316,77.08943175618504,2.120715751961315
2013-05-01,24.50508559639281,48.51916062814814,8.370780838007102
2013-05-02,20.026487638534043,66.79439962855311,11.612255891086695
2013-05-03,29.12167269446448,61.8054910047609,8.582013205318521
2013-05-04,22.879803984592748,50.411210548890594,0.3444696615831644
2013-05-05,18.477100971163594,67.6481158679412,19.756895352149506
2013-05-06,22.127864282558487,53.795686090322874,18.516085207834916
2013-05-07,10.38386396618667,66.7527278554775,15.447462154740592
2013-05-08,16.031496333490985,50.00546724504386,8.01361797711712
2013-05-09,23.2034707498537,84.99712684579026,13.789803628459236
2013-05-10,15.80155214420888,56.90514124597953,14.195367529185853
2013-05-11,22.36030857997683,70.51673013288965,6.805092823953959
2013-05-12,18.575374018915323,46.0966493709948,0.7937302791847922
2013-05-13,12.709481284449005,71.50085962642336,12.446290341920314
2013-05-14,15.965646519120614,53.60201696457042,18.961674905495602
2013-05-15,21.399298214025297,87.82657951855836,14.955745797309259
2013-05-16,21.817455224963464,59.707713302066544,4.5597477726063085
2013-05-17,21.486504976991576,70.37032783559289,11.116206028828417
2013-05-18,23.064016397142673,50.79066828316482,7.804294622382956
2013-05-19,23.042065400033778,83.07381014382,10.930010592952716
2013-05-20,18.62836870867948,80.2166459060233,14.481189809082197
2013-05-21,27.93093191702126,52.28176561378858,9.734343092191198
2013-05-22,17.35123740095793,85.55242540030528,18.246325224117633
2013-05-23,18.717298505312534,42.00775110170638,13.842293758245077
2013-05-24,27.83846710031344,77.62865602583699,7.046376828902279
2013-05-25,26.123879780921715,62.893439267132216,12.246676514785461
