Date,Rainfall_mm
2010-01-01,2.832399294032173
2010-01-02,1.488433577453102
2010-01-03,1.3328938371300947
2010-01-04,1.3329194946940488
2010-01-05,6.64964974737336
2010-01-06,3.590820126085767
2010-01-07,0.9979237264079616
2010-01-08,2.952480946129929
2010-01-09,2.2240002131733516
2010-01-10,0.05414372079920765
2010-01-11,0.44875836117025475
2010-01-12,2.386733474794862
2010-01-13,6.144819831929899
2010-01-14,1.3460282846352538
2010-01-15,0.9044795343604031
2010-01-16,1.9481710957253702
2010-01-17,0.8382744773408007
2010-01-18,1.2449778307033068
2010-01-19,1.7083241229145296
2010-01-20,0.4156631812193167
2010-01-21,3.7601632006518475
2010-01-22,0.3091017206152718
2010-01-23,2.126312282745669
2010-01-24,3.5038815051176675
2010-01-25,2.0723822016400977
2010-01-26,1.5268012284522776
2010-01-27,1.2309789094146848
2010-01-28,1.0093521643311694
2010-01-29,4.540590127594034
2010-01-30,2.4094735253835426
2010-01-31,1.1106644477694414
2010-02-01,0.7537748021854339
2010-02-02,3.139854322823268
2010-02-03,4.448789803638791
2010-02-04,4.1097369777751
2010-02-05,0.5932905839538373
2010-02-06,1.2190003522074266
2010-02-07,0.985477140100179
2010-02-08,1.4101254353027128
2010-02-09,3.728988906774897
2010-02-10,5.683267983729276
2010-02-11,2.4976132269075255
2010-02-12,0.7882757679599331
2010-02-13,1.667480889943376
2010-02-14,6.583394494416108
2010-02-15,1.9005100965877086
2010-02-16,1.2340884519468398
2010-02-17,1.3556535708562636
2010-02-18,2.486884076738176
2010-02-19,0.6217243890053219
2010-02-20,0.9569013845878027
2010-02-21,4.057394587266809
2010-02-22,2.420313220594769
2010-02-23,1.9204373881557557
2010-02-24,4.234683517033493
2010-02-25,0.7272345280053824
2010-02-26,1.192035501979417
2010-02-27,2.345203497830571
2010-02-28,2.2662406251501706
2010-03-01,0.20796655867663524
2010-03-02,1.0621737512795246
2010-03-03,1.4500439028201062
2010-03-04,2.5997218085911373
2010-03-05,2.2584468691137656
2010-03-06,1.598384548454474
2010-03-07,0.05313601180992633
2010-03-08,1.6844343578286785
2010-03-09,1.847911718738536
2010-03-10,11.553899725420653
2010-03-11,1.399278844233001
2010-03-12,2.357586221453084
2010-03-13,4.850611437326128
2010-03-14,3.544120077997666
2010-03-15,5.876727548358577
2010-03-16,0.2141503133877792
2010-03-17,0.46583260096886625
2010-03-18,0.8782895284875766
2010-03-19,0.1525100922569167
2010-03-20,1.8641502114972186
2010-03-21,0.5231765465537856
2010-03-22,6.516950109859842
2010-03-23,0.6457518001813464
2010-03-24,1.2001784935407211
2010-03-25,3.7320659115696317
2010-03-26,0.30322825801353115
2010-03-27,0.13252451881685917
2010-03-28,2.1003301219965524
2010-03-29,2.26363140979607
2010-03-30,3.634530958758787
2010-03-31,2.8980647041160688
2010-04-01,2.3471728468726356
2010-04-02,0.7504637336795756
2010-04-03,2.202724216376458
2010-04-04,2.338268493087366
2010-04-05,0.7144768050965004
2010-04-06,8.044753661748747
2010-04-07,2.7737054283602722
2010-04-08,0.47823463300527647
2010-04-09,3.650604123210948
2010-04-10,4.216913401708802
2010-04-11,2.6210779307010537
2010-04-12,1.3154133660566454
2010-04-13,0.6746263913494678
2010-04-14,1.593704408956027
2010-04-15,2.4492727712918976
2010-04-16,1.757654412910362
2010-04-17,6.092526011007798
2010-04-18,3.178723776208718
2010-04-19,0.5770957934689435
2010-04-20,0.40626177785606904
2010-04-21,2.7957708019076057
2010-04-22,1.3496707977945572
2010-04-23,3.4315568541524133
2010-04-24,2.772189324547097
2010-04-25,1.601238574911491
2010-04-26,0.5864149596797761
2010-04-27,0.1660861988492405
2010-04-28,2.1632924343066375
2010-04-29,0.2946477413199362
2010-04-30,0.5535432201507476
2010-05-01,2.035597227229984
2010-05-02,1.8439865984775123
2010-05-03,0.3573513698729902
2010-05-04,4.632950115045526
2010-05-05,4.528852982673991
2010-05-06,2.879988237252514
2010-05-07,2.876726340852788
2010-05-08,2.880020675206662
2010-05-09,4.185419822728354
2010-05-10,3.251023609490051
2010-05-11,0.6558567539397978
2010-05-12,1.3287329980285687
2010-05-13,10.601491955379132
2010-05-14,0.06309370550505743
2010-05-15,0.9947605014992352
2010-05-16,4.654137223809201
2010-05-17,0.7134952134226493
2010-05-18,3.331551999525023
2010-05-19,1.8195755405536511
2010-05-20,0.7811616061133391
2010-05-21,2.1041849538365294
2010-05-22,0.6368590900309252
2010-05-23,1.528361822593225
2010-05-24,2.853823219476644
2010-05-25,3.896602596782459
2010-05-26,0.9908907804750658
2010-05-27,0.7792709583029046
2010-05-28,0.28607895494678076
2010-05-29,4.065474236603962
2010-05-30,9.447390485510445
2010-05-31,4.453907628253418
2010-06-01,5.324036146315373
2010-06-02,0.721389682783678
2010-06-03,2.697953253262955
2010-06-04,3.612647427858269
2010-06-05,0.44007447447258957
2010-06-06,0.040416940344879845
2010-06-07,0.26461755417508354
2010-06-08,1.505067563806888
2010-06-09,1.0028406392997582
2010-06-10,2.6019782451834725
2010-06-11,4.038831302428365
2010-06-12,1.3830436669184374
2010-06-13,1.8492068786067868
2010-06-14,0.05713402233176204
2010-06-15,5.377838677284325
2010-06-16,3.3524653043986135
2010-06-17,1.8688632808488213
2010-06-18,0.9762312003196051
2010-06-19,2.1493035065840136
2010-06-20,0.8137407967328022
2010-06-21,1.1521231035830763
2010-06-22,2.4985109284310285
2010-06-23,3.0565959280386714
2010-06-24,2.9769182286544793
2010-06-25,0.7188410654034301
2010-06-26,0.08081035807947054
2010-06-27,0.3092631097808542
2010-06-28,6.530128762802098
2010-06-29,1.0370238681240462
2010-06-30,1.7560474034992446
2010-07-01,4.108591489836062
2010-07-02,1.3249840074256025
2010-07-03,3.8590831861181414
2010-07-04,1.276074425745277
2010-07-05,0.8240664474013097
2010-07-06,8.288289993026911
2010-07-07,4.569326731945445
2010-07-08,5.083863742055278
2010-07-09,0.3235876466373905
2010-07-10,0.7302716384819705
2010-07-11,1.7169686589632398
2010-07-12,1.2191768570183403
2010-07-13,3.702019685744282
2010-07-14,3.145848353039617
2010-07-15,5.690013006272667
2010-07-16,1.045261027886285
2010-07-17,2.141200150791376
2010-07-18,4.893373391086356
2010-07-19,0.9877693956653761
2010-07-20,0.7674232385684212
2010-07-21,5.699191279152148
2010-07-22,6.607848469326514
2010-07-23,1.2291708613741494
2010-07-24,1.7248516801404168
2010-07-25,5.340683845992045
2010-07-26,3.601203453106167
2010-07-27,0.19456879618803966
2010-07-28,0.5888200075518921
2010-07-29,1.8662807537372943
2010-07-30,4.285067821328596
2010-07-31,2.773181912914817
2010-08-01,1.8365107005531547
2010-08-02,1.0470710837088384
2010-08-03,8.014705041182525
2010-08-04,1.5348846191684327
2010-08-05,4.260621114167188
2010-08-06,1.4559396693019526
2010-08-07,0.23649752998897478
2010-08-08,2.4996100394548764
2010-08-09,3.5142996367498007
2010-08-10,6.192603345340908
2010-08-11,1.5998575548077334
2010-08-12,1.2591766931373527
2010-08-13,2.3437398323265013
2010-08-14,0.3878244737143625
2010-08-15,2.298854159545208
2010-08-16,2.3058012971359525
2010-08-17,1.5388425652422437
2010-08-18,1.6320647587441113
2010-08-19,6.36640493761384
2010-08-20,2.3826134974569464
2010-08-21,1.2133970067628403
2010-08-22,0.22988259440501166
2010-08-23,2.933750435399919
2010-08-24,0.603667736310501
2010-08-25,1.2268918344227484
2010-08-26,1.956109763109656
2010-08-27,6.522932511182379
2010-08-28,4.4333816379786715
2010-08-29,2.061327334342031
2010-08-30,6.246657176680765
2010-08-31,3.935295416896457
2010-09-01,0.09529781598306566
2010-09-02,6.053032658437532
2010-09-03,2.1333036974180772
2010-09-04,0.01914582181527785
2010-09-05,4.278409625187008
2010-09-06,2.4248505301607
2010-09-07,1.7060735915173137
2010-09-08,3.679192914474869
2010-09-09,1.7218167640035578
2010-09-10,2.597449907600171
2010-09-11,1.514408648362427
2010-09-12,1.5968720081968826
2010-09-13,0.3851502760753826
2010-09-14,2.8091101189187095
2010-09-15,9.065923694152255
2010-09-16,1.2041195531605973
2010-09-17,0.6151628894073807
2010-09-18,0.8869235303073514
2010-09-19,0.1996032553086316
2010-09-20,1.4006160964971233
2010-09-21,1.550358493567385
2010-09-22,1.8129721964551848
2010-09-23,3.8507702597659486
2010-09-24,0.8158496215203389
2010-09-25,0.9009878147030909
2010-09-26,0.30486789550346555
2010-09-27,0.8089288297925843
2010-09-28,0.017248527208214154
2010-09-29,3.850921878301114
2010-09-30,0.46785190223222817
2010-10-01,0.48014134156302773
2010-10-02,1.8855731983767334
2010-10-03,0.6198349185476867
2010-10-04,0.5357440918495535
2010-10-05,0.413115902246078
2010-10-06,0.7781306312892406
2010-10-07,2.1722162655613184
2010-10-08,4.041534769375288
2010-10-09,0.5621852991027892
2010-10-10,1.7272039028628408
2010-10-11,1.0357200324106466
2010-10-12,6.662549737963904
2010-10-13,5.847101215950601
2010-10-14,0.25962003838196374
2010-10-15,1.7854039234251107
2010-10-16,1.981453989724364
2010-10-17,1.0126391171897386
2010-10-18,0.809524102023928
2010-10-19,0.6030313827898158
2010-10-20,0.9035307517627508
2010-10-21,3.3460924271313717
2010-10-22,2.566206233978258
2010-10-23,1.579999322884875
2010-10-24,0.7045710759087788
2010-10-25,0.9187975431368846
2010-10-26,9.000040347470486
2010-10-27,6.835693439225123
2010-10-28,0.8803510906809578
2010-10-29,0.45696440999549387
2010-10-30,1.0119764737584664
2010-10-31,1.2226792191478508
2010-11-01,0.359844866897532
2010-11-02,2.281160993386021
2010-11-03,1.471196511736875
2010-11-04,1.0799837102581642
2010-11-05,0.8367496874212572
2010-11-06,3.5691282023750563
2010-11-07,0.7052483792414143
2010-11-08,11.361140471268206
2010-11-09,2.06894647051818
2010-11-10,1.9051601092224224
2010-11-11,2.8100627860713465
2010-11-12,6.653854270840073
2010-11-13,0.8453177805320773
2010-11-14,3.075698217490556
2010-11-15,2.954933015420941
2010-11-16,4.462490717150747
2010-11-17,1.277345671301721
2010-11-18,4.164059747134005
2010-11-19,0.7543188880246672
2010-11-20,1.7633953095494457
2010-11-21,3.9823935028064064
2010-11-22,1.9175339929841617
2010-11-23,2.059460014751922
